id,clip_filename,duration,reviewed_sheng_transcript,original_asr_transcript,audio_filepath,source_origin
sheng_rev_0041,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00054.wav,12.13,"Aalajoizuwe around stories attack. In fact, boyewe tu wu yu kijana wakiyo na ankoia kia apo akambia, say, eh, kama ibonde odo?","Aalajoizuwe around stories attack. In fact, boyewe tu wu yu kijana wakiyo na ankoia kia apo akambia, say, eh, kama ibonde odo?",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00054.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0042,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00055.wav,13.04,"Simuangu waiko up-to-date fitu nneza ni yongezea ram ju mu piga tu video sana na tu picha. Nneza ni yongezea ram tu cheki. Najama kachukuwa kai connect na laptop apua raka fasta, aka fanya mamboi ake aziwa na ungewa kikula.","Simuangu waiko up-to-date fitu nneza ni yongezea ram ju mu piga piga tu video sana na tu picha. Nneza ni yongezea ram tu cheki. Najama kachukuwa kai connect na laptop apua raka fasta, aka fanya mamboi ake aziwa na ungewa kikula.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00055.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0043,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00056.wav,11.7,"Nawa lai aka ungeza ram. First of all, niposibo. Mili danisimu kisha uziwa kamarami kohapo, ikohapo. Miskudiyu akuna wili wuneza ingiza mavitufa nyefanya mambo ungeza ram kwa simi.","Nawa lai aka ungeza ram. First of all, niposibo. Mili danisimu kisha uziwa kamarami kohapo, ikohapo. Miskudiyu akuna wili wuneza ingiza mavitufa nyefanya mambo ungeza ram kwa simi.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00056.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0044,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00057.wav,11.29,"So atuangua tech ni ambieni, ni ukweli ama moneh historia na ni... Okay. So yos shugli kaisha, waka ingile historia simu sasa, nilikwani mefikapo sasa wami ingi akwa simu.","So atuangua tech ni ambieni, ni ukweli ama moneh historia na ni... Okay. So yos shugli kaisha, waka ingile historia simu sasa, nilikwani mefikapo sasa wami ingi akwa simu.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00057.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0045,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00058.wav,12.77,"Sii awa watu we tu mtuna ankol yake wa nataka kununua simu zao jamaa. So, waka chekizu tembili wa koneile android di ikawabamba. So, huyo ankol, akasema, anatakakuenda huku kuingia internet. ili sasa iende fiti.","Sii awa watu we tu mtuna anko ya kewa natakakununu wa simuza ujama. So, waka chekizu tembili wa koneile android di kawa bamba. So, uiwa anko, akasema, anatakakuenda kuhu kwingia internet. Indi ususa ayingenda nifiti.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00058.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0046,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00059.wav,10.01,"Na boiwe tu wakakubali jamakenda, akawliza uliza uko, pala internet nikahi kuafiti, akarudi akambia monyesimua apa internet nikama nitriiki.","Na boiwe tu wakakubali jamakenda, akawliza uliza uko, pala internet nikahi kuafiti, akarudi akambia monyesimua apa internet nikama nitriiki.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00059.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0047,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00060.wav,13.82,"Boiwetu ni siya mejipanga, un mungine, mone na uza simu, wa kainki akwa baga katoa pocket Wi-Fi. Aka ambia ni kona hi, unataka kujaribu na hii, ankoa kakataa kase maa pana. Wacha nitafte plasingine ni connect mbio-mbio.","Boiwetu ni siya mejipanga, un mungine, mone na uza simu, wa kainki akwa baga katoa pocket wi-fi. Aka ambia ni kona hi, unata kujerbuna hi, ankoa kakataa kase maa pana. Wacha ni, nitafte plasingine ni connect mbio-mbio.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00060.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0048,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00061.wav,10.28,Dendakam sasa tumalizeiki tu. Na ui uu mo nyana uza simu aka moa cha. Sawa endafanya mamboa ako. Anko aka tokana simu na ui bundiyo alizidi. Sasa.,Dendakam sasa tu tumalizeiki tu. Na ui uu mo nyana uza simu aka moa cha. Sawa endafanya mamboa ako. Anko aka tokana simu na ui bundiyo alizidi. Sasa.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00061.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0049,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00062.wav,11.21,"Uyuki janawetu, anafataften binu ajitoe, sababu iyo simubili ime henda na hanko, ayroodi iyo ime henda. So bwa weitu wa katulia, wana piga tu smolto kapa ni.","Uyuki janawetu, anafataften binu ajitoe, sababu iyo simubili ime henda na hanko, ayroodi iyo ime henda. So bwa weitu wa katulia, wana piga piga tu smolto kapa ni ni ni ni.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00062.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0050,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00063.wav,10.25,"At some point, ui mo nyana uza simu wa kadiskava, ei na uli anko ailianda na simu siya mekaviyasana, kwa ni iradayake ni gani, so ui boi weitu ako apoto, haina mamboa, itik atarudi 2 hours, skwena presya.","At some point, ui mo nyana uza simu wa kadiskava, ei na uli anko ailianda na simu siya mekaviyasana, kwa ni iradayake ni gani, so ui boi weitu ako apoto, haina mamboa, itik atarudi 2 hours, skwena presya.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00063.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0051,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00064.wav,13.95,"So wee mo nyanuza simu wakajito wakidoga kwa ambiasa wacha basi ningi ocean kiyasi then dakam. Now, no na ilaptopali kwa na fanya na yu vitu. Manze ni expensive kuru ka, wubu ewe tuwakiyo apali search komtandao. Ni expensive.","So wee mo nyanuza simu wakajito wakidoga kwa ambiasa wacha basi ningi ocean kiyasi then dakam. Now, no na ilaptopali kwa na fanya fanya na yu vitu. Manze ni expensive kuru ka, wubu ewe tuwakiyo apali search komtandao. Ni expensive.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00064.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0052,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00065.wav,12.96,"Hei, Ms. Jedw ya kuna laptop za pesani yin giva. So, ubo ya kuna hibya kuna wa Patron ni le simu. Hei, hata ilapini, hatari. So, akatulia. Sasa ubo ya nana hibiwa pahavile lise manataka kuingia washroom kiasi.","Hei, Ms. Jedw ya kuna laptop za pesani yin giva. So, ubo ya kuna hibya kuna wa wa wa wa wa Patron ni le simu. Hei, hata ilapini, hatari. So, akatulia. Sasa ubo ya nana hibiwa pahavile lise manataka kwinge Oshrun kiasi.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00065.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0053,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00066.wav,12.44,"Sijiamaa kafuraya kajua. Apatruo miyo simuimenda yu, ila PPI kai, ina nda nae. Jamaa kama kaka nda washroom. Manzej jamaa ki nda tukush kalapto pivi sasa afungi atoke, ule boi akarudi. Aka wambi hei.","Sijiamaa kafuraya kajua. Apatruo miyo simuimenda yu, ila PPI kai, ina nda nae. Jamaa kama kaka nda washroom. Manzej jamaa ki nda tukush kalapto pivi sasa afungi atoke, ule boi akarudi. Aka wambi hei.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00066.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0054,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00067.wav,12.55,"Baju asasawu yanko yako amenda na yo phone na sikoshua, wacha nisi risk, nisi kuwachena, na easy, wunaeza piya weni fanyambae. Aka funga laptop yake, aka iwekakwa bag, na katyukwa hile simu yo iPhone 200 demanda.","Baju asasawu yanko yako amenda na yo phone na sikoshua, wacha nisi risk, nisi kuwachena, na easy, wunaeza piya weni fanyambae. Aka funga laptop yake, aka iwekakwa bag, na katyukwa hile simu yo iPhone 200 demanda.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00067.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0055,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00068.wav,13.55,"Aka setiko bagna, aka enda naya wapi, woshoom. Boiwetu aka sema haizuru, ataka mayo laptopia pesa mingini mei hata, si bro anko yango amenda nasimu, aka changam kanae nasimu, na hivo mihuali ishia, wame kula simu ya wa raka fasta.","Aka setiko bagna, aka enda naya wapi, woshoom. Boiwetu aka sema haizuru, ataka mayo laptopia pesa mingini mei hata, si bro anko yango amenda nasimu, aka changam kanae nasimu, na hivo mihuali ishia, wame kula simu ya wa raka fasta.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00068.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0056,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00069.wav,13.53,"So, a few minutes later, wana pata text. So niwiyu, boiwe mdogo ndi wana pata text kuto kakule boiwe wame hibiya. Nai text ni nasema...","So, a few minutes later, wana pata text. So niwiyu, boiwe mdogo ndi wana pata text kuto kakule boiwe wame hibiya. Nai text ni nasema...",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00069.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0057,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00070.wav,11.81,"First of all, I jakuja kama text, ilikuja kama pop-up kwa simuake. It's like a pop-up. I hope siku ni ibiya mumeni ibiya. Jamakai lenga.","First of all, I jakuja kama text, ilikuja kama pop-up kwa simuake. It's like a pop-up. I hope siku ni ibiya mumeni ibiya. Jamakai lenga.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00070.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0058,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00071.wav,13.13,"Akuri spawn, juwame mui bia, sii wame nda. After some time, isi mui kalia. Kulia, ule jamakaw ambia cheki, nama pati opportunity ngine, ya kure kebisha. Mahalitu mumeni wacha.","Akuri, akuri spawn, juwame mui bia, sii wame nda. After some time, isi mui kalia. Kulia, ule jamakaw ambia cheki, nama pati opportunity ngine, ya kure kebisha. Mahalitu mumeni wacha.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00071.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0059,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00072.wav,13.31,"Kujeni, nirudishi eni tu kila kitu yungu nita asimakuna kitu umbaya mefa nika, nimu ndenji enu mimini ndenji yungu. Uki jana akam tukana, kama mabia bana wewa wuna akili jwa wuki ibiwa.","Kujeni, nirudishi eni tu kila kitu yungu nita asimakuna kitu umbaya mefa nika, nimu ndenji enu mimini ndenji yungu. Uki jana akam tukana, kama mabia bana wewa wuna akili jwa wuki ibiwa.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00072.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0060,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00073.wav,13.09,Na mnaganya niwewe. Haya. Wewe tu. Safi. Na ibo sendiwe wame pene na simi.,Na mnaganya niwewe. Haya. Wewe tu. Safi. Na ibo sendiwe wame pene na simi.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00073.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0061,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00074.wav,13.39,"So kutoka apo, first stop ina kuwaga nikuwa hamsewa oflani wa tech. Whomsewa tech kazi ake, nikuwa nda kusafisha simu, kabisaf. Wakanda anko akampatia, yo simu wa mechukua.","So kutoka apo, first stop ina kuwaga nikuwa hamsewa oflani wa tech. Whomsewa tech kazi ake, nikuwa nda kusafisha simu, kabisaf. Wakanda anko akampatia, yo simu wa mechukua.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00074.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0062,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00075.wav,13.49,"Androidio Sampsan. Ankoa kaisa fish, I mean, misewa teka kaisa fish akabisa, ikarudim piya. Then ankoa kachuku wasim kada kaweka, kwa yosim, sasa kanzakuitumia. Ame iktili akabisa kila, yani.","Androidio Sampsan. Ankoa kaisa fish, I mean, misewa teka kaisa fish akabisa, ikarudim piya. Then ankoa kachuku wasim kada kaweka, kwa yosim, sasa kanzakuitumia. Ame iktili akabisa kila, yani.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00075.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0063,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00076.wav,13.21,"Kapsa. So, ikakwa iyon diyo simuyake. Iyo jiyoni wakiyanda kulala. Kuna kitu aliku anafaafanya. Kuna atransaction aliku anafaamik.","Kapsa. So, ikakwa iyon diyo simuyake. Iyo jiyoni wakiyanda kulala. Kuna kitu aliku anafaafanya. Kuna atransaction aliku anafaamik.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00076.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0064,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00077.wav,12.62,"Kwa mpesa. Aka ingi a mpesa, aka tumadoo. Siji kama ilikwa ni renta, ilikwa nalipa iusiku, ilikwa rent, ju li kwa 45,000, hawa ya ke li kwa 45,000. Aka tuma 45,000, maliyana tumaga kwa...","Kwa mpesa. Aka ingi a mpesa, aka tumadoo. Siji kama ilikwa ni renta, ilikwa nalipa iusiku, ilikwa rent, ju li kwa 45,000, hawa ya ke li kwa 45,000. Aka tuma 45,000, maliyana tumaga kwa...",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00077.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0065,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00078.wav,13.61,Landlord. I think you home to me ya kwa simu direct. Na forti-five ke ika nda. Kido agu anapata message ya kusema ili forti-five ke alituma ime kuwere vast back to his phone. So anashindo kwanini na riversiwa.,Landlord. I think you home to me ya kwa simu direct. Na forti-five ke ika nda. Kido kido agu anapata message ya kusema ili forti-five ke alituma ime kuwere vast back to his phone. So anashindo kwanini na riversiwa.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00078.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0066,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00079.wav,12.88,"Konzana edana confirmana onaya nikona pesa, 180-something thousand. Sota nikitua 45, nikona kawan 30-something kame baki. So mona CLI kwanini na riversiyo, ama mabisi muelandi imeja.","Konzana edana confirmana onaya nikona pesa, 180-something thousand. Sota nikitua 45, nikona kawan 30-something kame baki. So mona CLI kwanini na riversiyo, ama mabisi muelandi imeja.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00079.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0067,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00080.wav,13.97,"Juhu simu ikijana uki tuma iwezi jukuwa. Bifuata apige simu kwa landod kumulizani ajembona na tuma rent inarudi. Anapata mesejingine. 130,000 chap ime tolewa, ime endawa api.","Juhu simu ikijana uki tuma iwezi, iwezi jukuwa. Bifuata apige simu kwa landod kumulizani ajembona na tuma rent inarudi. Anapata mesejingine. 130,000 chap ime tolewa, ime endawa api.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00080.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0068,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00081.wav,11.4,"Kosiju ya countu gani me endakununu wa bitcoin. Anashindu angoja first. Idoi me tokaji ko empesa hangu ne endakununu wa bitcoin. Ajhe, nininiyu ina happen. Kidogo!","Kosiju ya countu gani me endakununu wa bitcoin. Anashindu angoja first. Idoi me tokaji ko empesa hangu ne endakununu wa bitcoin. Ajhe, nininiyu ina happen. Kidogo Kidogo!",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00081.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0069,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00083.wav,12.71,Mazi nili kwa na tu pesa kwa mpesa na kutana na ma message tu. Papi ime nda ime nunua bitcoin. Papi ime tolewa emishuari ime ingi ya kwa mpesa yangu. Ime nda ime nunua bitcoin.,Mazi nili kwa na tu pesa kwa mpesa na kutana na ma message tu. Papi ime nda ime nunua bitcoin. Papi ime tolewa emishuari ime ingi ya kwa mpesa yangu. Ime nda ime nunua bitcoin.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00083.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0070,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00084.wav,12.91,"Uyumungida na mumbiata mimi nmendo iwa nmeto wa tuku tuma rent kwa landi Ika riversiwa, then chape yote, Ika ishiya. Nika mama zedi tunasafishwa, nasiju ni na hapen. Ndu kawahi tu wa.","Uyumungida na mumbiata mimi nmendo iwa nmeto wa tuku tuma rent kwa landi Ika riversiwa, then chape yote, Ika ishiya. Nika mama zedi tunasafishwa, nasiju ni nini na hapen. Ndu kawahi tu wa wa wa wa wa wa.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00084.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0071,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00086.wav,9.61,"Ali tatoa simu ya kakakwa simu ya ujama natu mi yasai. So maybe humsia kona access juu, ali fani ezi phones kitu.","Ali tatoa simu ya kakakwa simu ya ujama natu mi yasai. So maybe humsia kona access juu, ali fani ezi phones kitu.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00086.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0072,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00087.wav,11.61,"Maanze ni kungo jasubu hi fike, waju asa sa the next cause of action jusa sa apa ni noma. Oh, wali on a fire. Usiku ma mesej zinaanza.","Maanze ni kungo jasubu hi fike, waju asa sa the next cause of action jusa sa apa ni noma. Oh oh oh oh oh oh oh, wali on a fire. Usiku ma mesej zinaanza.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00087.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0073,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00088.wav,13.46,"1.3 million from your family bank account has been sent to Anko. So, uniki jana. Ulajio eniki jana, wame iba ita unbaka kwa accounta kuna mita na. Yo mita, inajkulio ina pele kwa Anko. Alambia Anko, weh!","1.3 million from your family bank account has been sent to Anko. So, uniki jana. Ulajio eniki jana, wame iba ita unbaka kwa accounta kuna mita na. Yo mita, inajkulio ina pele kwa kwa Anko. Alambia Anko, weh!",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00088.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0074,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00089.wav,9.42,Masikuna doi me tolewa kwa akounti hangi me pele kwa,Masikuna doi me tolewa kwa akounti hangi me pele kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa kwa,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00089.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0075,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00090.wav,11.79,Kido go? Alengia ku akawntu ku confirm. Kamu kweli 1.3 ili yande kagonga akawntiya kendi katoleo. Hana yanda napata akawntiya kiko empty. Zero. Anashindo wei. Nilikwana miliyoni tatu nakitu ku akawntiya ngwimenda api.,Kido kido go? Alengia ku akawntu ku confirm. Kamu kweli 1.3 ili yande kagonga akawntiya kendi katoleo. Hana yanda napata akawntiya kiko empty. Zero. Anashindo wei. Nilikwana miliyoni tatu nakitu ku akawntiya ngwimenda api.,/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00090.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
sheng_rev_0076,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00091.wav,11.38,"Imepele kwa accountia kijana, ya family bank badu. Jamana ingi kwa account anapatakona 5.3, bifua fanyekitu, imeshato lewa. Imendawapi, kununu wa bitcoin. Jesus Christ.","Imepele kwa kwa accountia kijana, ya family bank badu. Jamana ingi kwa account anapatakona 5.3, bifua fanyekitu, imeshato lewa. Imendawapi, kununu wa bitcoin. Jesus Christ.",/home/ray/Desktop/mkuru/dataset/segmented/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen/6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen_00091.wav,6vNZzV0PYsQ_Enter_The_Dragon____Mkurugen
